word,start,end,sentence,sense,pos_tag
consider,60,68,other who have hear of the program but be only get ready to consider join it might approach future governmental education effort with even great suspicion than be frequently the case among the poor,0,VB
consider,58,66,be reportedly good enough that their campaign director be consider do without federal matching fund,0,VBN
consider,252,260,who know what the world lose write john stuart mill in the multitude of promising intellect combine with timid character who dare not follow out any bold vigorous independent train of think lest it should land them in something which would admit of be consider irreligious or immoral or subversive or even philistine,0,JJ
consider,0,8,consider which you would be more likely to do reach for another chocolate-chip cookie after you have already finish three in a row or bite into another apple after you have polish off three apple,0,VB
consider,0,8,consider the pinedale anticline the nation 's fourth-largest gas field just outside town,0,VB
consider,0,8,consider a snappy title for their project info-war among the two soldier however moral be low,0,VB
consider,29,37,p115 i take it then that you consider yourself the leading citizen of swedish haven,0,VBP
consider,32,40,alexander grant 's 1981 ranking consider such factor as energy cost tax and the size of a state 's debt,0,VB
consider,8,16,however consider i be under the impression that my son be indoors i be most curious as to what he be do sail around the desert with you,0,VB
consider,133,141,in andalusia there be similar demand among agricultural laborer for a 100 percent raise front 35 to 70 peseta a day the 70 peseta be consider the absolute vital minimum by the archbishop of seville,0,VBN
consider,143,151,with the stipend that he receive from his department he have buy a tight-fitting black drainpipe suit and a long italian coat both of which he consider dangerously fashionable,0,VBZ
consider,37,45,the university of michigan generally consider the top public graduate business school put more emphasis on manufacturing than most of its peer,0,VBP
consider,37,45,and there be the question in my mind consider the way he have tongue-whipped me after i have the fistfight and tell me not to interfere in the affair of my elder which i think i certainly have n't and sentence me to a whole week in the smokehouse when the family be have barbecue and picnic and fish fry almost daily in honor of mr.- stein 's visit and my and calvin 's upcoming trip and when i flare and tell him plainly,0,VB
consider,18,26,we might start by consider whether we can afford to criminalize more than 10 per cent of our population,0,NN
consider,48,56,14 it be at this point that the reader pause to consider whether an alternative form of organization might have serve the book rather better,0,VB
consider,102,110,drake admit that the signal from cta-21 and cta-102 be impossible to explain at present but he do not consider them at all suitable for trans-space communication,0,VB
consider,17,25,wish peace to be consider his gift to england,0,VB
consider,60,68,because they be own by father and son most folk have always consider them combine,0,VB
consider,45,53,neither a pollyanna nor a raging militant he consider the merit,0,VBZ
consider,43,51,for some time mr.- ford 's adviser have be consider whether he should move to make permanent the $12 billion temporary tax cut the democratic congress have vote early in the year,0,VBN
consider,13,21,blaine craig consider this stare off into the dusk and the whirl cloud of swift,0,VB
consider,40,48,but it be a wonder no one ever tell you consider how famous how famous that story be,0,VB
consider,77,85,when the public health may be at stake the agency must move expeditiously to consider and resolve the issue before it,0,VB
consider,104,112,marianne bertrand a professor of economics at the university of chicago create resume with name that be consider conspicuously white such as brendan or black such as jamal and find that regardless of credentials resume with white-sounding name generate twice as many callback,0,JJR
consider,78,86,if so then the incumbent may recall the song of moses remember the day of old consider the year of many generation ask thy father and he will show thee thy elder and they will tell thee,0,VB
consider,103,111,// this legal standard be similar to those adopt by the majority of the federal appeal court that have consider the scope of the defense which be variously call the military contractor defense and the government contractor <nul>,0,VBN
consider,20,28,edwards &; <nul> be consider a new 1 million-square-foot headquarters just north of the denver technological center according to the denver business journal,0,VB
consider,16,24,finally we have consider social class as one of many sociological variable associate with variation in religious participation,0,VBN
consider,125,133,mr.- rockefeller who turn 69 yesterday appeal for that cause before one audience recently let me ask all of you to seriously consider including a bequest to the zoological society in your will,0,VB
consider,21,29,the second return be consider of the high importance because japanese be uneasy over their lack of defense in case of war the aid program as they see it be a peace offensive,0,JJR
consider,84,92,peggy ann listen as belatedly she scrub the noonday skillet know that already he be consider the stone floor-imagininghow his chisel would feel go into the solid rock delight in the clever shape the tessellatingbrothers warn harvey luce,0,VB
consider,127,135,united state aid of some $35 million a year aim at gradually increase the productivity of uruguay 's farm and ranch but expert consider this a drop in the bucket,0,VB
consider,0,8,consider add some defensive fund such as the five below,0,VB
consider,78,86,she would stop whatever she be do clean a guest 's chamber or bath areida and consider me,0,VB
consider,15,23,that be why he consider his dismissal from the washingtion mpd to have be so unfair,0,VB
consider,29,37,he be in the third grade and consider one of the brightest in the class,0,VB
consider,48,56,and they be right they have their own future to consider,0,VB
consider,63,71,the official she add be uncertain whether the refugee could be consider a disaster problem and whether such a designation would create bureaucratic <nul>,0,VB
consider,49,57,the full board meet thruout the day yesterday to consider an offer for presentation by the negotiating team,0,VB
consider,34,42,the late research suggest that to consider egyptian and the relate language of northern africa a distinct subgroup more closely relate to each other than to the semitic language be to perpetuate an unjustified geographical classification according to this view some other term such as afro-asiatic should be find to designate all the language without subgroup,0,VB
consider,95,103,the reason we support pippen 's stance and be so miffed when he mush out like putty be that we consider his principle to be sound,0,VB
consider,153,161,conservative hawk note china 's rapid drive to modernize its military insist that the beijing leadership be aim to reassert control over taiwan which it consider a renegade province and then to end u.s.- dominance in east asia,0,VBZ
consider,114,122,this continue when i enter the sister of mercy as a novice and some of the other sister make fun of my accent and consider me to be,0,VB
consider,39,47,call a theology of the kingdom this be consider the second theology of mission a more modern practical mindset that emphasize work over grace,0,JJR
consider,64,72,h plus 180 hoursthe engineer who build message bearer must have consider the communal mudroom expendable,0,VB
consider,0,8,consider that many black swan can be cause and exacerbate by their be unexpected,0,VB
consider,79,87,but since his teen when he be tutor by oscar hammerstein 2d mr.- sondheim have consider himself as much a composer as a lyricist,0,VBN
consider,0,8,consider that a possible source of venus be the great red spot of jupiter together with the material already mention if this analysis remain valid this be a significant quantavolutionary indication perhaps a better test than the hotly debate question of hydrocarbon cloud,0,VB
consider,49,57,for that reason it be important that when you be consider buy a jacket or a suit or whatever that you forget about the big picture for a moment and think about the thousand little thing your ski day consist of,0,VBN
consider,38,46,at least when ali have refuse to even consider a transplant on the ground that it be haram she have give up feel responsible,0,VB
consider,26,34,be one of two finalist be consider for president of the new england conservatory of music in boston where she study the viola and that she be schedule for another interview tomorrow,0,VBN
consider,0,8,consider the ease of democrat leonard wolf of iowa who serve one term in the house,0,VB
consider,235,243,increasingly they have install electrostatic 236 some specific societal problem and response to those problem precipitator cyclonic collector and wet scrubber to reduce emission of particulate and in new plant such installation be now consider routine,0,VBP
consider,78,86,possess a xenophobic attitude that anything originate in washington ' must be consider hazardous to our health,0,RBR
consider,171,179,ask if he have be guide by the supreme court decision of 1963 prohibit compulsory prayer in public school mr.- kellerhals say that of course be in my mind and be at least consider and we feel this could he a problem,0,NN
consider,3,11,he consider shoot himself with his shotgun but chicken out when he get the barrel in his mouth,0,VB
consider,0,8,consider the pageant of misery krause have bring to life in just three year six foot under 's nate fisher have lose both his father and his wife -- whom he have to bury with his own hand to keep the evil mother-in-law from burn the corpse,0,VB
consider,94,102,insurance plan in new york a prepaid comprehensive health-care plan which conservative doctor consider almost as sinful as britain 's socialize medicine,0,NN
consider,19,27,if number alone be consider it can be prove that liberal unite with gaitskellites could get more vote than the tory at an election,0,JJR
consider,47,55,that be true i say but there be other thing to consider,0,VB
consider,25,33,the term and label to be consider here be primarily use in the public communication of the upper-middle-class and professional stratum for example in magazine such as newsweek or <nul>,0,VBN
consider,9,17,i do n't consider that be with you,0,VB
consider,42,50,perhaps the history be just too new to be consider history,0,JJR
ask,52,55,but after this happen i could make decision without ask him,1,NN
ask,45,48,one of the most sensational biography of all ask joan crawford 's daughter christina even now beaver away on a screenplay version of her best-selling assault on joan with anne bancroft tentatively book to play bad mama,1,JJ
ask,17,20,among the attack ask chili 's family that will be probe at this week 's hearing be that against lerothodi ikaneng a defector from the football club who go to the chili family for help and be a friend of chili 's son sibusiso,1,NN
ask,3,6,// ask what form that involvement would take mr.- austin reply that whatever else the candidate get mr.- jackson could again play the role of one of those top surrogate as he do in the 1984 general <nul>,1,VB
ask,99,102,in fact uncertainty be a necessary element of effective clinical work in that re-conceptualization ask dialoguing about client doubt about core belief and the development of new repertoire of behavior ask uncertainty about outcome karon 1998 mooney &; padesky 2000,1,NN
ask,201,204,in fact uncertainty be a necessary element of effective clinical work in that re-conceptualization ask dialoguing about client doubt about core belief and the development of new repertoire of behavior ask uncertainty about outcome karon 1998 mooney &; padesky 2000,1,JJ
ask,41,44,undesirable we know little about what be ask,1,JJ
ask,39,42,another puzzle under study at stanford ask the working of the brain of an infant eject prematurely from the womb,1,IN
ask,78,81,the illegal arrangement which police begin look into three year ago allegedly ask official of two local financial institution hang lung bank and dollar credit &; finance ltd,1,JJ
ask,68,71,both the murphy and the reagan victory be somewhat exceptional case ask white backlash and the pit of all-out conservative against good-natured and perhaps too easygoing liberal,1,VB
ask,149,152,be she be from a family similar to his only construction and data infrastructure - this time i nod like i know the name - the two of them get lawyer ask and draw up prenup before they even tell their parent or let word leak to the gossip-web,1,NN
ask,300,303,the intellectual discipline that dominate this interlocking establishment be those on which the traditional value be found those whom this system have promote to high rank be license to counsel the government on its most important policy as long as they do so privately and discreetly and do not get ask publicly in partisan dispute,1,JJ
ask,9,12,the case ask stephen wiesenfeld 31 an edison n.j. widower whose wife paula die in childbirth in 1972,1,VB
ask,34,37,the precancerous condition be one ask a certain amount of slight chronic inflammation ..... a slight cause of irritation -- a slight disappointment an unexpected delay some sort of mild rebuff a frustration -- be commonly accompany by pull out a cigarette and get a little compensation for life 's minor ill in that way,1,VBZ
ask,40,43,if he kill someone we certainly will be ask,1,VB
ask,36,39,the risk of a man get ono ' ionally ask and pester her when she want to carry out a ' atty ct as have happen a couple of time at home be an overly high ytte e for the rub of an itch that come infrequently anyway,1,JJ
ask,22,25,antisubmarine warfare ask naval force design to hunt and destroy these submarine,1,VBZ
ask,232,235,it be interesting to note that even have the decision go the other way wpix would have already enjoyednine year of extremely profitable operation after the time of challenge and its certain subsequent appeal to the court would have ask more time perhaps even approachingthe seventeen year that the boston station managedafter the time of its original application,1,VB
ask,25,28,a parliamentary election ask numerous political party be hold in december 2007 but only putin 's party united russia receive glowing television news coverage and various government favor it win in a landslide,1,RB
ask,41,44,with young child say mellins therapy may ask art and play one little boy could n't express his feeling about his father 's death but he draw a picture of a coffin and a little boy beside it,1,VB
ask,23,26,look at all the oddity ask that would have make it stand out glaringly in comparison to any other she look at,1,NN
ask,124,127,the justicialist front have promise a program of land reform- the land must be for those who work it but this probably will ask the redistribution of unused land rather than widespread expropriation of existing farm as,1,VB
ask,134,137,it find that college student who listen to 10 minute of a mozart piano sonata have improve performance of spatial-temporal task those ask mental imagery and time sequence immediately afterward,1,JJ
ask,122,125,news reporter for instance can not all be specialist nor can specialist where they do exist always be send to cover story ask subject with which they be familiar,1,NNS
ask,37,40,man have be in some sort of accident ask acid fire and explosive and then have be piece back together,1,NN
ask,37,40,more troop plane missile and tank be ask the scope of the action be broad,1,VBN
ask,10,13,the party ask be too numerous the physical force behind them too evenly balance to produce any other result,1,NN
ask,58,61,recognize without use vision-rules but which additionally ask the inferential recognition by mean of visionrules of some of the entity in the vision,1,VBP
ask,155,158,although usaid lack the ability to enforce that provision in may 2003 bechtel announce its first subcontract with a baghdad-based firm for a small project ask the construction of a bypass around a war-damaged bridge in the western part of the country,1,VBZ
ask,17,20,property dispute ask church confiscate from ukraine 's catholic and give to the orthodox under soviet dictator josef stalin,1,NN
ask,9,12,the case ask john galbraith a former insurance company administrator who for 50 year smoke two to three pack of cigarette a day,1,VBZ
ask,63,66,he also describe various normative interaction that explicitly ask grandparent and define a family system that he see as exotic base in,1,VBP
ask,69,72,which do not explain why it have refuse to sanction local camp which ask no transport other than march,1,VBZ
ask,147,150,// naturally execute the plan be n't as simple as devise it and maclean and risebrough say they have be zonk by the complexity that run their team ask,1,NN
ask,56,59,the artist have continue in this vein attempt always to ask the viewer but at the same time resist categorization and analysis,1,VB
ask,75,78,28 letter to the time quarantine hold legal arthur larson say use of force ask be in self-defense the writer of the following letter former head of the united state information agency be director of the world rut of law center at duke university,1,NN
ask,23,26,what be the extra cost ask as a result of the incident,1,NN
ask,31,34,// one common innumerate error ask not distinguish among large number,1,VBZ
ask,31,34,by his admission the violation ask stupid thing -- fight with someone in the neighborhood and ride in a stolen automobile -- but he lose all of his determination to stay on the straight and narrow,1,VBZ
ask,22,25,much of the espionage ask collaborate with overseas intelligence service to round up bin laden supporter,1,NN
ask,95,98,and a study in pediatrics show that 19 percent of all pediatric visit among 4- to 15-year-olds ask a psychosocial problem require attention or intervention make such problem the most common chronic reason to consult a pediatrician,1,VB
ask,16,19,far too big and ask a story to consider in its totality but one that i hope we can get the gist of,1,VB
ask,5,8,they ask two procedure both of which be expressly affect by the change of the second half of the eighteenth century that be,1,VBP
ask,46,49,be write by justice story in ' 1841 in a case ask the exercise of a copy- the over the paper ' of george washington,1,VBZ
ask,82,85,the folly of these vetoe -- which be subsequently reverse although the technology ask continue to languish -- be on the mind,1,NN
ask,27,30,a lot of investment merely ask baselining ' ourselves against the soviet,1,JJ
ask,58,61,the company say leonard 's departure be a mutual decision ask business and personal reason,1,NN
ask,38,41,when the project be initiate it be to ask basically clear to allow better field of fire,1,VB
ask,48,51,savage folly i an elaborate insurgency exercise ask the 8th us special force and air force be 6o5th air com,1,VBZ
ask,161,164,## txt the house select committee on assassination have go substantially beyond the finding of the warren commission and have conclude that a conspiracy perhaps ask organize crime figure lead to the assassination of president kennedy after spend two and a half year and $5 million the committee say in its final report to be release soon that the conspirator may have include organize crime figure cuban and james r.-he hoffa former president of the international brotherhood of teamster,1,VB
ask,43,46,1 of public relation never get emotionally ask,1,VB
ask,23,26,to reach it inevitably ask a considerable amount of trek and as there be a number of village in that region that have not previously be explore from an ethnographic point of view i decide to make this into a longish expedition,1,VB
ask,112,115,the memo would inform the lieutenant that something odd seem to have transpire at the tano ceremonial something ask the performance of the clown,1,VB
ask,95,98,to be sure such selective socialism entail nationalization of loss while profit remain private ask a bit of ideological <nul>,1,NN
ask,33,36,the navy now have a program that ask spend several hundreds of millions of dollar by 1970,1,VBZ
ask,96,99,in europe however echelon-supposedly drive by ' the supersecretive national security agency but ask the government,1,VB
ask,25,28,this fictitious scenario ask the national transportation safety board ntsb an independent federal agency charge by the u.s.- congress with investigate civil aviation accident in the united state and significant accident in other mode of transportation,1,VBZ
ask,30,33,the police certainly be never ask,1,VB
ask,87,90,i like mine sweet she say and she look squarely at stuart for the first time as if she ask him to contradict,2,VBD
ask,134,137,commander can make an honest mistake and if it can be show that it be an honest mistake and one furthermore that he could not have be ask to avoid he would n't be punish for it,2,VBN
ask,42,45,but republican john kasich of ohio who be ask to head the house budget committee in the new congress be just as strongly in favor of the idea,2,VBN
ask,2,5,i ask it to come back but it didn ' t,2,VBP
ask,17,20,but what can you ask from the culture that bring us hercules,2,VB
ask,83,86,but certainly the federal government of prime minister lester <nul> pearson do not ask an outright attack on its immediate financial policy from premier jean lesage of quebec,2,VB
ask,89,92,it need mend and i want daddy to see p111 he be get to spend money on new clothing if he ask me to keep up my stand,2,VB
ask,24,27,my voice be calm than i ask it to be as i speak i be startle to discover that i do n't really know how i would react to find a body until it happen to me,2,VBP
ask,128,131,the u.s.- farm belt have suffer its own crop trouble because of the summer drought and will not have as much grain to export as ask,2,NN
ask,26,29,in iraq girl and woman be ask to be modest,2,VBN
ask,41,44,when a pregnancy be not go as happily as ask a woman start to see herself as weak and defective or not measure up,2,VB
ask,17,20,the president be ask to make a speech on monetary problem in the near future,2,VBN
ask,24,27,yes her too but i would ask that since she be your,2,VB
ask,157,160,operational weapon a total of 18 fleet ballistic-missile submarine carry 288 polaris missile will be operational during 1964 and 41 submarine 656 missile be ask to be in service by about 1967,2,VBN
ask,62,65,look back i can n't help laugh at myself but at the time i be ask a swarm of his agent charge in,2,VBN
ask,114,117,the white of his eye gleam too painfully expectant like sid junior 's eye when he have skid into the kitchen pant ask what be there to eat,2,VB
ask,28,31,as a result the company now ask first-quarter earnings to fall 15 cent to 20 cent,2,VBZ
ask,6,9,but i ask you know what it imply if it be connect,2,VBP
ask,2,5,i ask you know that or you would n't have ask the question,2,VBP
ask,42,45,i ask you know that or you would n't have ask the question,2,VB
ask,64,67,if parent understand what be go on in the classroom and what be ask of them and the student they will be more able to help their child at home and will feel more comfortable with the teacher and the teaching method employ ludwig 1999,2,VBN
ask,96,99,air attack destroy the radar there though so far the russian have not launch a ground attack as ask,2,NN
ask,21,24,there be as might be ask any number of fine southern recipe such as to barbecue a shote young pig to corn shote and to toast ham to name a few,2,VBN
ask,121,124,jhe think the economic condition of the underdeveloped country be one of // the major issue face the united state and he ask,2,VB
ask,14,17,well lily say ask this type of comment do n't all shrink talk out of both side of their mouth,2,NN
ask,0,3,ask wi-fi-equipped internet radio tvs and maybe even that long-awaited net fridge,2,VB
ask,35,38,mr.- evans say some shift could be ask,2,VB
ask,23,26,however do not seem to ask anything else from theresa but this display of verve and wit,2,VB
ask,30,33,a pity you return sooner than ask lady mariota she say her throaty voice taunt,2,VB
ask,27,30,more generally the bocs be ask not to provide any other product or service except local telephone service and local access that be not a natural monopoly service actually regulate by tariff,2,VBN
ask,225,228,white house counsellor and former congressman melvin laird whose chief assignment of late have be to get ford confirm and have say he be quit the nixon staff as soon as the vice president have settle in have also say that he ask vice president ford to be the president 's principal advocate,2,VB
ask,56,59,he could n't rest p150 and prowl about the room on edge ask a knock on the door any minute,2,NN
ask,33,36,you still come ' for yo ' meal i ask,2,VBP
ask,34,37,the messenger stop out of respect ask an outpouring of sorrow and grief,2,IN
ask,46,49,p96 i have no think of beast she say nor ever ask to sleep in their unfenced fold,2,VB
ask,7,10,i keep ask manon to tell us to sit down but she do n't,2,NN
ask,40,43,then they all know about dir yassin and ask the same to happen to them,2,VB
ask,59,62,who be mother to riley four and john two remember i do n't ask some of the feeling i have after the second baby,2,VB
ask,43,46,i look around the spring for a moment half ask natalie to be up here somewhere,2,JJ
ask,133,136,share of the nation 's second-biggest long-distance telephone carrier have become bargain-priced since <nul> 15 when the firm say it ask soft earnings in the next few quarter due to the poor economy restructure cost and competition,2,JJ
ask,21,24,that be what i would ask from an attorney in his position,2,VB
ask,74,77,i do n't want to trip out here and walk in the suit be harder than i have ask,2,VBN
ask,15,18,that figure be ask to increase by 10 to 20 percent annually,2,VBN
ask,82,85,oh the pill have change thing a bit but the way i hear it not as much as you have ask,2,VBN
ask,37,40,the man be a lot young than she have ask,2,NNS
ask,10,13,do we not ask judge -- especially those who exercise ultimate authority -- to explain their decision rather than just say constitutional unconstitutional affirm reverse modify,2,VB
ask,41,44,how can i tell them that they must never ask too much from a middle-aged fellow in striped cotton pajamas,2,VB
ask,60,63,we deliver our show in a timely fashion as well as could be ask when they be in difficulty .... and i feel the need to be pamper a little bit say rosenzweig,2,VBN
ask,52,55,only one problem arise and that be one they have be ask the town know about them,2,VBN
ask,48,51,p99 here be she say no obligation but people be ask to go to religious service at least several time a year,2,VBN
ask,63,66,you might tell them six time how to do ap309thing step by step ask the clear reasonableness of it to be sufficientinducement,2,VB
ask,12,15,he have not ask want so much in so much give,2,VBN
ask,33,36,do n't do anything you would n't ask me to do,2,VB
ask,8,11,he have ask trey to keep up with them in the amount of labor he could accomplish between daylight and dark,2,VBN
ask,74,77,moreover if a guest be catch smoking and insist on continue he or she can ask to be evict from the premise,2,VB
ask,3,6,we ask it will be introduce on the senate side shortly burn add,2,VBP
ask,101,104,singapore export a high proportion of sophisticated product such as personal computer which aren ' t ask to be affect as much by a sag in u.s.- consumer demand,2,NN
ask,139,142,but he add that reduce drive force by high fuel cost and the improve fuel mileage of new automobile mean gasoline demand for automobile be ask to drop from the peak of 5.4 million barrel per day in 1978 to only 4 million barrel a day in 1990,2,VBN
ask,21,24,mr.- schoenfeld also ask the government to revise that fourth-quarter figure up to about <nul>,2,VBZ
ask,71,74,stare in fascinate horror at the furry boot in the last place you have ask to find them the center of,2,VBN
ask,16,19,though i do n't ask you to have a 100-pound sack of feed on your back,2,VB
ask,19,22,i be sure he fully ask that i could persuade the mayor to get you off with a,2,VBP
ask,31,34,on his death cambodia could be ask to move into the communist bloc,2,VBN
ask,21,24,max via gomez people ask the truth from me,2,VBP
ask,23,26,you look as though you ask sickness in the family,2,VBP
ask,214,217,he claim that a system of the size use in his house can be install in a new building for $3000 roughly twice the cost of conventional heating and cool possibly as much as $4500 if construction cost be more than he ask,2,VB
ask,94,97,have solve these three if you be now ek to solve another anagram the chance be that you would ask another instance of a particular conceptual category,2,VB
ask,211,214,at first the price be regard as about in line with world-market value in view of the quality of the sugar but later the sale increasingly be view as a depressant because the quantity sell by mexico be more than ask source say,2,JJ
ask,38,41,additionally if the child and teacher ask good fitness test score base on high level of activity and the result do not match expectation the,2,RB
ask,43,46,tomorrow morning he will go where everyone ask him to be,2,VBZ
ask,86,89,as show in the figure the basic project path and ultimate goal be function of what be ask to be accomplish and the value of the accomplishment,2,VBN
ask,21,24,the two ratio may be ask to move together unless residual profit be advancing at a rate different from that of the other term,2,VBN
ask,49,52,affect by diplomatic poker-playing than at first ask,2,NN
ask,74,77,he say carefully he say something to someone not to me i think someone he ask would be there and then he look embarrassed as if he realize he have make,2,VBZ
ask,44,47,d expectant and fearful my sister-in-law be ask her first child and she be so afraid of get sick that she be take to go out as little as possible and even limit the number of visit from family and friend,2,IN
ask,104,107,29 while the contract be weight in favor of the employer at least dada abdoola 's employee know what be ask,2,JJ
ask,73,76,two election cycle be as much concentrated attention as a voter bloc can ask to get in these fast-changing time,2,VB
ask,6,9,be it ask too much of effective general education that it develop within student a permanent defense against gullibility,2,VB
ask,97,100,as the labor party meet for its annual conference the late poll show that only one voter in four ask it to form a government in the next ten year,2,NN
ask,9,12,i do n't ask miracle clay be say to her,2,VB
ask,0,3,ask to be the most immediate beneficiary of the war onl poverty,2,NN
ask,41,44,think about the most important thing you ask of your jacket pant or suit and then look for stuff that include those thing,2,VBP
ask,10,13,but it be ask that the convention will be offer only a general resolution declare that the next national election day,2,VBN
ask,53,56,of a wild card and developing potential response all ask sophisticated and effective information gathering and analysis,3,NN
ask,131,134,since for a give projection-angle the latitude angle 0 can be find from the formula 7r sin 0 = 20+sin 20 a graph of these value be ask from which the value of the projection angle may be read for a give latitude angle <nul>,3,VBN
ask,66,69,the vocal cord be more tense less breath flow and less support be ask than for pianissimo sing although more than for mezzo forte in order to obtain the ask crescendo effect,3,VBN
ask,153,156,the vocal cord be more tense less breath flow and less support be ask than for pianissimo sing although more than for mezzo forte in order to obtain the ask crescendo effect,3,NN
ask,14,17,but it do not ask that violence or that ferocity of repression,3,VB
ask,49,52,though they have girl on the staff he have never ask the scenario ask that she be send,3,VBP
ask,66,69,though they have girl on the staff he have never ask the scenario ask that she be send,3,NN
ask,201,204,the administration put its cap-and-trade rule for power plant pollution into a bill dub clear sky democrat to kill the legislation argue among other thing that it do n't cap carbon dioxide emission or ask steep enough pollution reduction,3,VB
ask,28,31,.1 that the public interest ask the railway to be protect be determine by the committee 's belief that the public interest ask the maintenance of the railway 's differential tariff,3,IN
ask,123,126,.1 that the public interest ask the railway to be protect be determine by the committee 's belief that the public interest ask the maintenance of the railway 's differential tariff,3,IN
ask,123,126,the task of make person competent for life in an open society where government rest lightly on society be a political task ask measure involvement of government in encouraging temperateness farsightedness and civic spirit,3,NN
ask,54,57,rid oneself of a thick stubble while in rapid transit ask the steady hand of a surgeon and p128 the concentration of a yogi,3,VB
ask,5,8,if't ask two month o ' day that be little enough t ' trade f'r a lifetime back among y'r own,3,RB
ask,49,52,as for the rest of what i have to convey it will ask much time and think of us,3,VB
ask,48,51,one would have think from the amount of time it ask that the choice be a profound one,3,VBZ
ask,92,95,he do n't like the idea of climb around on all the ladder and scaffold such a project would ask,3,VB
ask,20,23,the latter be check ask individual attention because of error,3,JJ
ask,140,143,tharp 's status be decide wednesday night after cu- boulder chancellor richard byyny present tharp with a series of condition that would be ask of him to remain in his job,3,VBN
ask,73,76,one figure frequently mention be a total cut of $780-million which would ask only the propose one-cent increase in the sales tax to balance the budget,3,VB
ask,73,76,better living through chemistry -- to cite the old dupont slogan -- will ask high regulatory standard to more effectively manage chemical hazard and e-waste,3,VB
ask,219,222,despite the fact it have have no more insurance claim the church have be unable to obtain new cov-erage agent say most state licensed company try to steer clear of likely target such as bethel baptist because the state ask them to charge the same premium for property of equal value even though one have a history of bombing and violence in some case an agent can obtain coverage from an outside company which specialize in insure high risk ' - at high rate but often this do n't work either,3,VB
ask,64,67,photographer hattersley believe that successful zoo photography ask persistence hard work patience observation study the ability to care a portrait approach and know how to eliminate the zoo environment from picture,3,NN
ask,42,45,that document develop by scientist do not ask an area to show stand water at any particular time for it to be label a wetland,3,VB
ask,141,144,if they fail the winter on the dew line can be long and miserable profit can vanish and shipscan end as derelict crush in the ice their crew ask rescue by helicopter or dog team from the freeze sea,3,NN
ask,25,28,since the level of skill ask in the first stage be likely to be low there will be no great need for occupational mobility either,3,NN
ask,29,32,staton declare that prisoner ask moral reform,3,VB
ask,53,56,however e. col o157 h7 disease can result in illness ask hospitalization hemorrhagic colitis and hemolytic uremic syndrome hu,3,NN
ask,145,148,although the frg need for natural resource and the soviet need for manufacture good and high technology suggest tremendous trade potential trade ask credit and long-term trust,3,NN
ask,80,83,b a major change in the organizational structure of an approve law school which ask council acquiescence mean 1 mmaterially modifyingication of the law school 's legal,3,VBP
ask,151,154,it demand a temperature neither so warm as to debilitate nor so cold as to chill and stupefy and for this purpose the clothing must be such as comfort ask without impede motion aeration or perspiration,3,NN
ask,103,106,one major attempt to do so begin with the equal-opportunity hiring practice that business and labor be ask to observe by the civil right act of 1964,3,VBN
ask,17,20,## txt a hill to ask financial institution to disclose their lending practice be pass by the house monday and send to the senate,3,VB
ask,3,6,it ask the most careful structuring of force that be fully consistent with an agreed-upon strategic concept,3,VBZ
ask,21,24,such a program would ask viewpoint by the government and the public differ from the present one build around the politically popular but unrealistic and inconsistent policy that preach conservation while subsidize low-priced energy,3,VB
ask,94,97,among the more clearly settle pattern street-corner speech for political or religious purpose ask no permit even if a crowd be likely to gather,3,NN
ask,90,93,i sigh because i have never actually tell anyone what i think be in love feel like and it ask some think,3,VBZ
ask,161,164,i think you can argue that bergerac 's emphasis on be on target may have create so much pressure that current management decide to take shortcut to bring in the ask number say jack salzman a cosmetics-industry analyst at smith barney,3,JJ
ask,61,64,they come back across the yard right hand on holster as rule ask leave slap thigh for warmth,3,NN
ask,22,25,// in effect the vote ask mr.- reagan to adhere to the so-called narrow interpretation of the 1972 pact even though the administration hold that it have the legal right to adopt a broad view one allow expand test of star war the space-based anti-missile <nul>,3,IN
ask,66,69,when man marry they hold on and keep their identity but it almost ask that woman give up who they be,3,VB
ask,20,23,once diver pass the ask classroom course in dive safety and get the hang of dive in,3,NN
ask,90,93,to discourage such hit-or-miss tactic in the search for a research question professor can ask their,3,VB
ask,113,116,he will need lots of luck for he have neither the strong well-coordinated offensive line that the green bay game ask nor the well-seasoned quarterback,3,VB
ask,74,77,but the work be especially difficult for immigrant student because course ask fluency in english,3,NN
ask,42,45,to bring people together such a job would ask my bring american and visit briton together provide a good table and a comfortable library for informal talk and help along what winston churchill ' call the,3,VB
ask,35,38,overcome ad/hd especially in child ask the consumption of a high percentage 30 percent of daily calory of high-quality protein,3,VB
ask,68,71,but before the relationship could be establish home-office politics ask that baker pay due in new york city,3,VBP
ask,10,13,that will ask perhaps the most wide-ranging and intensive effort ever make against an infectious disease specifically research and education program that would probably cost $2 billion a year at the minimum by 1990,3,VB
ask,32,35,in order to become effective it ask nothing less than a change in human nature,3,RP
ask,71,74,but the insight of empiricist methodology be not available to all they ask specialized training in the technique that elicit truth,3,VBP
ask,111,114,it be the rich man 's war and the poor man 's fight he write as boy be draft to fight while slave owner be not ask to enlist,3,VB
ask,75,78,the primary limitation for astronomer be the shortage of bright guide star ask to provide the reference wavefront to operate an adaptive optics system on a telescope at visual wavelength a tenth-magnitude or brighter reference source must be locate within 1 to 2 arcsec of the astronomical target,3,NN
ask,19,22,to be exact i will ask three thousand florin to be deliver to me tomorrow morning before i enter the city to compensate my man whose pay be in arrear,3,VB
